movie_id,title,genres,cast,crew,keywords
3591,One Million Years B.C.,"Action,Adventure,Fantasy","Raquel Welch,John Richardson,Percy Herbert",Don Chaffey,"vulkan,new love,sapient,will to survive,volcano,stone age,primitive time,rivalry,stop motion,dinosaur,tribal,cavemen,cave girls,prehistoric adventure,prehistoric times,prehistoric man"
26176,"Mother, Jugs & Speed",Comedy,"Bill Cosby,Raquel Welch,Harvey Keitel,Allen Garfield",Peter Yates,
68347,Food of the Gods II,"Horror,Science Fiction","Paul Coufos,Lisa Schrage,Réal Andrews,Stuart Hughes,Karen Hines,Frank Pellegrino,Jackie Burroughs",Damian Lee,"sequel,giant monster,genetic engineering,rat,canuxploitation"
2098,Viva Las Vegas,"Comedy,Drama,Music,Romance","Elvis Presley,Ann-Margret,William Demarest",George Sidney,"elvis,music,las vegas"
393,Kill Bill: Vol. 2,"Action,Crime,Thriller","Uma Thurman,David Carradine,Daryl Hannah,Michael Madsen,Gordon Liu Chia-Hui,Michael Parks,Perla Haney-Jardine,Larry Bishop,Samuel L. Jackson,Lucy Liu,Vivica A. Fox,Julie Dreyfus,Christopher Allen Nelson","Quentin Tarantino,Dawn Massaro","brother brother relationship,swordplay,katana,mother role,rage and hate,daughter,right and justice,single,aftercreditsstinger,duringcreditsstinger"
237,Young Adam,"Drama,Thriller,Crime,Romance","Ewan McGregor,Tilda Swinton,Peter Mullan,Emily Mortimer,Jack McElhone,Therese Bradley,Ewan Stewart",David Mackenzie,"individual,scotland,adultery,glasgow,river,boat,court case,dying and death,author,pregnancy,extramarital affair"
7131,Van Helsing,"Horror,Adventure,Action","Hugh Jackman,Kate Beckinsale,Richard Roxburgh,David Wenham,Shuler Hensley,Elena Anaya,Will Kemp","Stephen Sommers,Sylvie Chesneau","transylvania,vatican,vampire,dracula,bite,frankenstein,werewolf,multiple monsters,van helsing,castles,mr. hyde"
42015,Swimming to Cambodia,"Comedy,Drama",,Jonathan Demme,
132,The Rolling Stones: Gimme Shelter,"Documentary,Music","Mick Jagger,Keith Richards,Charlie Watts,Bill Wyman,Mick Taylor,Marty Balin,Sonny Barger,Melvin Belli,Dick Carter,Jack Casady,Mike Clarke,Sam Cutler,Spencer Dryden,Jerry Garcia,Chris Hillman,Meredith Hunter,Paul Kantner","Albert Maysles,Charlotte Zwerin,David Maysles","shelter,rolling stones,hells angels,music,concert,rock musical,woman director"
4339,The Nasty Girl,"Comedy,Drama,Foreign","Lena Stolze,Hans-Reinhard Müller,Monika Baumgartner,Elisabeth Bertram,Michael Gahr,Robert Giggenbach,Fred Stillkrauth,Barbara Gallauner",Michael Verhoeven,nazi germany
5247,Mercy,"Drama,Mystery,Thriller","Ellen Barkin,Wendy Crewson,Peta Wilson,Karen Young",Damian Harris,"sadomasochism,murder,erotic movie"
502,Fail-Safe,"Drama,History,Thriller","Henry Fonda,Walter Matthau,Fritz Weaver,Larry Hagman,Frank Overton,Edward Binns,Dan O'Herlihy,William Hansen,Russell Hardie,Janet Ward,Dom DeLuise","Sidney Lumet,Harry Falk","new york,usa president,general,atomic bomb,russia,interpreter,pentagon,bunker,hydrogen bomb,strategic air command,bomber,fighter pilot,missile,destroy,suspense,moscow"
1373,The Discovery of Heaven,"Drama,Fantasy","Stephen Fry,Greg Wise,Neil Newbon,Viv Weatherall,Jeroen Krabbé,Flora Montgomery,Dimitris Philippou,Diana Quick",Jeroen Krabbé,"angel,moses,father son relationship,israel,amsterdam,rome,cuba,new love,loss of father,attempted murder,menage a trois,archangel gabriel,career,pregnancy and birth,dying and death,apoplectic stroke,heaven,lovers,victim of murder,wehrmacht,meteor,politics,politician,god,murder,wedding,scientist,church,catholicism,father figure,messiah"
667,You Only Live Twice,"Action,Thriller,Adventure","Sean Connery,Akiko Wakabayashi,Karin Dor,Mie Hama,Tetsurō Tamba,Teru Shimada,Donald Pleasence,Bernard Lee",Lewis Gilbert,"london england,japan,england,assassination,helicopter,vulkan,assassin,asia,secret identity,nasa,island,russia,missile,war ship,ninja fighter,secret base,secret mission,secret organization,secret intelligence service,phantom,villain,sumo ringer,volcano,funeral,space,soldier,killer,secret service,blast"
700,Octopussy,"Adventure,Action,Thriller","Roger Moore,Maud Adams,Louis Jourdan,Kristina Wayborn,Kabir Bedi,Steven Berkoff,David Meyer,Tony Meyer,Desmond Llewelyn,Robert Brown,Lois Maxwell,Michaela Clavell,Walter Gotell,Vijay Amritraj,Albert Moses,Geoffrey Keen,Douglas Wilmer,Andy Bradford,Philip Voss,Bruce Boa,Richard LeParmentier,Paul Hardwick,Suzanne Jerome,Cherry Gillespie,Dermot Crowley,Peter Porteous,Eva Rueber-Staier,Jeremy Bulloch,Tina Hudson,William Derrick,Stuart Saunders,Patrick Barr,Gabor Vernon,Hugo Bower,Ken Norris,Tony Arjuna,Gertan Klauber,Brenda Cowling,David Grahame,Brian Coburn,Michael Halphie","John Glen,Barbara Broccoli","atomic bomb,eastern block,crocodile,secret intelligence service,kgb,snake charmer,hot air balloon,east berlin,british secret service"
44864,The Magic Flute,"Fantasy,Comedy,Music,Romance","Josef Köstlinger,Irma Urrila,Håkan Hagegård,Elisabeth Erikson,Britt-Marie Aruhn,Kirsten Vaupel,Birgitta Smiding,Ulrik Cold,Birgit Nordin",Ingmar Bergman,"opera,mozart"
633,Soldier of Orange,"Drama,History,Thriller,War","Rutger Hauer,Jeroen Krabbé,Susan Penhaligon,Edward Fox,Lex van Delden,Derek de Lint,Huib Rooymans,Dolf de Vries,Eddy Habbema",Paul Verhoeven,"netherlands,world war ii,brotherhood,student"
294,Desert Hearts,"Drama,Romance","Helen Shaver,Patricia Charbonneau,Audra Lindley,Andra Akers,Gwen Welles",Donna Deitch,"based on novel,nevada,coming out,farm,reno,lesbian,divorce,lgbt,woman director"
1162,The Miracle Worker,Drama,"Anne Bancroft,Patty Duke,Victor Jory,Inga Swenson,Andrew Prine","Arthur Penn,Larry Sturhahn,Ulu Grosbard,Maggie James","blindness and impaired vision,education,biography,historical figure,teacher,tutor,tantrum,railway station,institution,19th century,struggle"
988,The China Syndrome,"Thriller,Drama","Jane Fonda,Jack Lemmon,Michael Douglas,Scott Brady,James Hampton,Peter Donat,Wilford Brimley,Richard Herd",James Bridges,"california,telecaster,energy policy,radiation,earthquake,tv station,nuclear power station,maximum credible accident,cinematographer,core melt,nuclear power plant,suspense,conspiracy,tv reporter,car chase,atomic reactor,swat team,whistleblower,falsification,nuclear accident,picketing,turbine"
204,The Wages of Fear,"Drama,Thriller,Adventure","Yves Montand,Charles Vanel,Peter van Eyck,Folco Lulli,Véra Clouzot,Antonio Centa,Luis De Lima","Henri-Georges Clouzot,Roberto Savarese,Michel Romanoff","life and death,venezuela,fire,central and south america,tanker,petrol,unsociability,incomes,truck,oil,danger,driver,nitroglycerin"
5248,Virtual Sexuality,Comedy,"Laura Fraser,Rupert Penry-Jones,Luke de Lacey,Kieran O'Brien,Natasha Bell,Marcelle Duprey,Steve John Shepherd,Laura MacAulay,Alan Westaway,Roger Frost,Ruth Sheen,Laura Aikman,Judith Scott,Ram John Holder,Emma Pierson,Preeya Kalidas,Amanda Holden,William Osborne,Philip Bird,Nicholas Pry,Stewart Harwood,Alison Garland",Nick Hurran,
2786,Pierrot le Fou,"Drama,Thriller","Jean-Paul Belmondo,Anna Karina,Graziella Galvani,Dirk Sanders,Jimmy Karoubi,Roger Dutoit,Hans Meyer,Samuel Fuller",Jean-Luc Godard,"paris,painting,independent film,money,bombing,bullet,dock,french noir"
26133,Tuesdays with Morrie,Drama,"Jack Lemmon,Hank Azaria,Wendy Moniz,Caroline Aaron,Bonnie Bartlett,John Carroll Lynch,Cloud Michaels",Mick Jackson,
2817,Same Old Song,"Drama,Comedy,Romance","Pierre Arditi,Sabine Azéma,Agnès Jaoui,Jean-Pierre Bacri,André Dussollier",Alain Resnais,"depression,hypochondriac"
1394,Nostalgia,"Drama,Romance","Oleg Yankovskiy,Erland Josephson,Domiziana Giordano",Andrei Tarkovsky,"italy,water,crisis,madness,immolation,dreams,memories"
1719,The Soft Skin,"Drama,Romance","Françoise Dorléac,Jean Desailly,Nelly Benedetti,Daniel Ceccaldi,Laurence Badie,Philippe Dumat",François Truffaut,"paris,love at first sight,airport,double life,lisbon,stewardess,airplane,reims,break-up,divorce"
781,Wintersleepers,Drama,"Ulrich Matthes,Marie-Lou Sellem,Floriane Daniel,Heino Ferch",Tom Tykwer,"nurse,coma,mountain,bavaria,hospital,ski"
3777,Throne of Blood,"Drama,History","Toshirō Mifune,Isuzu Yamada,Akira Kubo,Takashi Shimura,Minoru Chiaki,Hiroshi Tachikawa,Takamaru Sasaki,Gen Shimizu,Kokuten Kôdô,Kichijirô Ueda,Eiko Miyoshi,Chieko Naniwa,Yû Fujiki,Yoshio Tsuchiya,Yutaka Sada,Yoshio Inaba,Takeshi Katô,Hitoshi Takagi,Isao Kimura,Seiji Miyaguchi",Akira Kurosawa,"japan,ambition,plot,feudal lord"
1926,11'09''01 - September 11,Drama,"Ernest Borgnine,Maryam Karimi,Emmanuelle Laborit,Jérôme Horry","Alejandro González Iñárritu,Sean Penn,Mira Nair,Ken Loach,Youssef Chahine,Amos Gitai,Shôhei Imamura,Samira Makhmalbaf,Idrissa Ouedraogo,Danis Tanović","skyscraper,war on terror,middle east conflict,media,unsociability,elderly,woman director"
4923,Zardoz,"Fantasy,Action,Thriller,Science Fiction","Sean Connery,Charlotte Rampling,Sara Kestelman,John Alderton",John Boorman,"sex,future,dystopia,immortality,murder,savage"
465,Junior Size 36,"Romance,Drama","Delphine Zentout,Olivier Parnière,Jean-Pierre Léaud,Berta Domínguez D.,Jean-François Stévenin,Diane Bellego",Catherine Breillat,"sex,age difference,beach,parent child relationship,brother sister relationship,puberty,first time,women's sexual identity,campsite,nightclub,southern france,ladykiller,virgin,woman director"
876,Frank Herbert's Dune,"Action,Adventure,Fantasy,Science Fiction","William Hurt,Alec Newman,Saskia Reeves,Ian McNeice,Giancarlo Giannini,Julie Cox,Barbora Kodetová,Uwe Ochsenknecht,P.H. Moriarty",John Harrison,"imperator,rebel,prophecy,telepathy,sandstorm,insurgence,title of nobility,spice,war,faith,world religion,dune,miniseries,giant worm"
1583,Lammbock,Comedy,"Lucas Gregorowicz,Moritz Bleibtreu,Marie Zielcke,Julian Weigend,Alexandra Schalaudek,Elmar Wepper,Alexandra Neldel,Antoine Monot Jr.,Wotan Wilke Möhring,Christof Wackernagel","Christian Zübert,Isabel Kleefeld","hunter,father son relationship,judge,drug traffic,pizza delivery,law,joint,chaos,undercover agent,investigation,würzburg,marijuana,drug"
31952,The Vampire Lovers,Horror,"Ingrid Pitt,Peter Cushing,George Cole,Kate O'Mara,Ferdy Mayne,Douglas Wilmer",Roy Ward Baker,"vampire,daughter,hammer horror"
336,"Duck, You Sucker",Western,"James Coburn,Rod Steiger,Romolo Valli,Antoine Saint-John,Franco Graziosi,Rik Battaglia,David Warbeck,Vivienne Maya",Sergio Leone,"mexico,rape,robbery,prisoner,liberation of prisoners,revolution,class,spaghetti western"
5927,Junior Bonner,"Action,Drama,Western","Steve McQueen,Robert Preston,Ida Lupino,Ben Johnson,Joe Don Baker,Barbara Leigh,Mary Murphy,Sandra Deel,Dub Taylor,Bill McKinney,Don Barry,Charles H. Gray","Sam Peckinpah,Newt Arnold,John Franco,Malcolm R. Harding,Frank Baur","rodeo,arizona,jeep,womanizer,truck"
3075,Frankenstein Must Be Destroyed,"Horror,Science Fiction","Peter Cushing,Veronica Carlson,Freddie Jones,Simon Ward",Terence Fisher,"frankenstein,hammer horror"
5521,Finder's Fee,"Drama,Thriller","Erik Palladino,Dash Mihok,Carly Pope,Frances Bay,James Earl Jones",Jeff Probst,"poker,man,lottery,gain,suspense,independent film"
222,Berlin: Symphony of a Great City,"Documentary,History",,Walter Ruttmann,"berlin,city portrait,train"
1059,The Hidden Fortress,"Adventure,Drama,Action,Comedy","Toshirō Mifune,Takashi Shimura,Minoru Chiaki,Misa Uehara,Kamatari Fujiwara,Susumu Fujita,Eiko Miyoshi,Toshiko Higuchi,Yû Fujiki,Yoshio Tsuchiya,Kokuten Kôdô,Takeshi Katô,Kôji Mitsui,Toranosuke Ogawa,Kichijirô Ueda,Nakajirô Tomita,Yoshifumi Tajima,Ikio Sawamura,Senkichi Ômura,Sachio Sakai,Makoto Satô",Akira Kurosawa,"japan,gold,peasant,assault,hostile"
3547,Reflections in a Golden Eye,"Thriller,Romance,Drama","Elizabeth Taylor,Marlon Brando,Brian Keith",John Huston,"adultery,sexuality,fight,fantasy,marriage,love,suspense,military"
5481,Shock,"Horror,Thriller","Daria Nicolodi,John Steiner,David Colin Jr.",Mario Bava,"suicide,haunted house"
7090,Ken Park,Drama,"James Ransone,Tiffany Limos,Maeve Quinlan,Amanda Plummer,Wade Williams,Stephen Jasso","Edward Lachman,Larry Clark,Jay Mason","suicide,california,sex,infidelity,home,nudity,harassment,father,controversial,independent film,religion,unsimulated sex,teenager,pregnancy,suburb,drug,masturbation,alcoholic,psychotic,torment,erotic movie,unsimulated"
42632,Monterey Pop,"Documentary,Music","Scott McKenzie,Denny Doherty,John Phillips,Frank Cook,Bob Hite,Henry Vestine,Alan Wilson,Paul Simon,Art Garfunkel,Hugh Masekela,Marty Balin,Jack Casady,Spencer Dryden,Paul Kantner,Jorma Kaukonen,Grace Slick,Peter Albin,Sam Andrew,Dave Getz,James Gurley",D.A. Pennebaker,"performance,live concert,audience,monterey pop festival"
5902,A Bridge Too Far,"Drama,History,War","Dirk Bogarde,James Caan,Michael Caine,Sean Connery,Edward Fox,Elliott Gould,Gene Hackman,Anthony Hopkins,Hardy Krüger,Laurence Olivier,Ryan O'Neal,Robert Redford,Maximilian Schell,Liv Ullmann,John Judd,Denholm Elliott,Jeremy Kemp",Richard Attenborough,"netherlands,world war ii,panzer,british soldier"
4552,A Tale of Two Sisters,"Drama,Horror,Mystery","Im Soo-jung,Yum Jung-ah,Moon Geun-Young",Kim Jee-woon,"loss of mother,amnesia,step mother,sister,tragedy,vengeful ghost"
26326,Rock 'n' Roll High School,"Comedy,Music","P.J. Soles,Vince Van Patten,Clint Howard,Mary Woronov,Dey Young,Paul Bartel,Dick Miller",Allan Arkush,"rock and roll,punk,bong,rebellion,camp,ramones"
42725,The Wild Angels,"Action,Drama","Peter Fonda,Nancy Sinatra,Bruce Dern,Diane Ladd",Roger Corman,"biker,independent film,biker film"
4291,Kikujiro,"Comedy,Drama,Family","Takeshi Kitano,Yusuke Sekiguchi,Kayoko Kishimoto,Yûko Daike,Kazuko Yoshiyuki,Beat Kiyoshi,Gurêto Gidayû,Rakkyo Ide,Nezumi Mamura",Takeshi Kitano,"japan,trip,loser,road trip,travel,disappearance,summer,hitchhike"
113,"Spring, Summer, Fall, Winter... and Spring",Drama,"Kim Ki-duk,Kim Young-min,Ha Yeo-jin,Oh Yeong-su,Seo Jae-kyeong",Kim Ki-duk,"buddhism,life and death,philosophy,countryside,becoming an adult,buddhist monk,temple,mountain lake,meditation,isolation,attachment to nature,religious education,cycle,penalty,mortification,restart,taskmaster,living together,dying and death,season,south korea,child"
3001,How to Steal a Million,"Comedy,Crime,Romance","Audrey Hepburn,Peter O'Toole,Eli Wallach,Hugh Griffith,Charles Boyer,Fernand Gravey","William Wyler,Robert Swink,Paul Feyder","insurance fraud,theft,art thief,swinging 60s,forgery"
62383,Passed Away,Comedy,"Bob Hoskins,Blair Brown,Tim Curry,Frances McDormand,William Petersen,Pamela Reed,Peter Riegert",Charlie Peters,
203,Mean Streets,"Drama,Crime","Harvey Keitel,Robert De Niro,David Proval,Amy Robinson,Richard Romanus,Cesare Danova,Victor Argo",Martin Scorsese,"epilepsy,protection money,secret love,money,redemption"
26268,Harper,"Action,Drama,Thriller,Crime,Mystery","Paul Newman,Lauren Bacall,Julie Harris,Arthur Hill,Janet Leigh,Pamela Tiffin,Robert Wagner","James H. Brown,Jack Smight","private eye,lew harper"
316,Grill Point,"Comedy,Drama","Steffi Kühnert,Gabriela Maria Schmeide,Thorsten Merten,Axel Prahl,Janko Brett",Andreas Dresen,"adultery,wife husband relationship,radio station,skyscraper,eastern germany,frankfurt/oder,marriage crisis,friendship,secret love,conflict,relationship,extramarital affair"
3072,Frankenstein Unbound,"Drama,Horror,Science Fiction","John Hurt,Raúl Juliá,Nick Brimble,Bridget Fonda,Jason Patric,Michael Hutchence,Catherine Rabett,Catherine Corman",Roger Corman,"time travel,frankenstein,alternative reality"
250,In China They Eat Dogs,"Action,Comedy,Crime","Dejan Čukić,Kim Bodnia,Brian Patterson,Nikolaj Lie Kaas,Tomas Villum Jensen,Line Kruse,Peter Gantzler,Søren Sætter-Lassen,Lester Wiese",Lasse Spang Olsen,"brother brother relationship,denmark,robbery,bank,cook,donation,bread,explosive,nudity,chance,army,dark comedy,violence,poker game,bank robbery,hoodlum"
43267,29th Street,Comedy,"Anthony LaPaglia,Danny Aiello",George Gallo,independent film
42013,Sammy and Rosie Get Laid,"Drama,Comedy","Shashi Kapoor,Ayub Khan-Din,Frances Barber",Stephen Frears,"london england,indian lead,middle class,open marriage"
631,Sunrise: A Song of Two Humans,"Drama,Romance","George O'Brien,Janet Gaynor,Margaret Livingston,Bodil Rosing,J. Farrell MacDonald,Ralph Sipperly,Jane Winton,Arthur Housman,Eddie Boland,Gino Corrado,Gibson Gowland,Herman Bing","F.W. Murnau,Herman Bing","love triangle,adultery,lake,country life,planned murder,indian summer ,marriage crisis,rural setting,storm,city,silent film,farmer"
48385,Indestructible Man,"Crime,Horror,Science Fiction","Lon Chaney Jr.,Max Showalter,Marian Carr,Ross Elliott,Stuart Randall,Marvin Press,Ken Terrell,Roy Engle,Peggy Maley,Robert Shayne",Jack Pollexfen,"bank robber,mutation,crooked lawyer,stolen money,revenge,independent film,b movie,back from the dead,experiment gone wrong,los angeles,murderer,gangster,police detective,police station,jail cell,female stripper,filmed on location,poverty row film,bulletproof skin,burlesque house,electric power station,gantry,bazooka as police weapon,flamethrower as police weapon,narrated sequences,bradbury building,angel flight,funicular railway,los angeles river,electrical experiment"
439,La Dolce Vita,"Comedy,Drama","Marcello Mastroianni,Anita Ekberg,Anouk Aimée,Yvonne Furneaux,Magali Noël,Alain Cuny,Annibale Ninchi,Walter Santesso,Valeria Ciangottini,Riccardo Garrone,Ida Galli,Lex Barker",Federico Fellini,"female nudity,sea,lovesickness,sunrise,irony,newspaper,photographer,bar,loss of lover,desperation,sadness,night life,dying and death,unsociability,cowardliness,ghost"
2546,Zazie dans le métro,"Comedy,Fantasy","Catherine Demongeot,Philippe Noiret,Hubert Deschamps,Carla Marlier,Annie Fratellini,Vittorio Caprioli,Yvonne Clech","Louis Malle,Philippe Collin","paris,transvestism,subway,metropolis,strike,sightseeing,urban life,slapstick"
5165,L'Avventura,"Drama,Mystery","Monica Vitti,Gabriele Ferzetti,Lea Massari,Esmeralda Ruspoli,James Addams,Dominique Blanchar,Renzo Ricci,Dorothy De Poliolo,Lelio Luttazzi",Michelangelo Antonioni,"island,architect,mediterranean,police,boating trip"
5544,Hiroshima Mon Amour,"Drama,History,Romance","Emmanuelle Riva,Eiji Okada",Alain Resnais,"france,return,new love,atomic bomb,architect,lover,hiroshima,black and white,family,extramarital affair,nouvelle vague,spectacle"
42728,You're a Big Boy Now,"Comedy,Romance,Drama","Elizabeth Hartman,Geraldine Page,Rip Torn,Michael Dunn",Francis Ford Coppola,"library,new york city,cult film"
5071,The Crazy Stranger,"Drama,Music,Romance","Romain Duris,Rona Hartner,Izidor Serban,Ovidiu Balan,Angela Serban",Tony Gatlif,"gypsy,sinti and romanies ,gypsy music,romania"
1994,The Most Dangerous Game,"Adventure,Horror,Thriller","Joel McCrea,Fay Wray,Leslie Banks,Robert Armstrong,Noble Johnson","Ernest B. Schoedsack,Irving Pichel","crocodile,fistfight,hunting,remote island,pre-code,based on short story,sole survivor,reef,attacked by a dog,mute villain,nobleman,human prey,big game hunter"
870,Dolls,"Drama,Romance","Miho Kanno,Hidetoshi Nishijima,Tatsuya Mihashi,Chieko Matsubara,Kyoko Fukada",Takeshi Kitano,"japan,broken engagement,suicide attempt,allegory,new love,yakuza,pop star,bunraku,murder,eternal love"
809,Shrek 2,"Adventure,Animation,Comedy,Family,Fantasy","Mike Myers,Eddie Murphy,Cameron Diaz,Julie Andrews,Antonio Banderas,John Cleese,Rupert Everett,Jennifer Saunders,Cody Cameron,Conrad Vernon,Christopher Knights,Aron Warner","Andrew Adamson,Kelly Asbury,Conrad Vernon,Matt Aspbury","prison,magic,liberation,honeymoon,parents-in-law,kingdom,enchantment,dancing scene,transformation,fairy-tale figure"
435,The Day After Tomorrow,"Action,Adventure,Science Fiction,Thriller","Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok,Jay O. Sanders,Sela Ward,Austin Nichols,Arjay Smith,Tamlyn Tomita,Sasha Roiz,Ian Holm,Nassim Sharara,Carl Alacchi","Roland Emmerich,Kim H. Winther,Paul Drouin,Sophie Boyer,Kim Berner,Erik Ajduk","saving the world,library,cataclysm,climate change,greenhouse effect,tornado,twister,hurricane,hail,temperature drop,ice age,polar zone,meteorology,gulfstream,barrier ice,ice melting,third world,exodus,evacuation,climate,government,snow,los angeles,scientist,doomsday,antarctic,disaster movie"
673,Harry Potter and the Prisoner of Azkaban,"Adventure,Fantasy,Family","Daniel Radcliffe,Rupert Grint,Emma Watson,Gary Oldman,David Thewlis,Alan Rickman,Michael Gambon,Robbie Coltrane,Tom Felton,Emma Thompson,Maggie Smith,Bonnie Wright,James Phelps,Oliver Phelps,Timothy Spall,Matthew Lewis,David Bradley,Julie Walters,Mark Williams,Richard Griffiths,Fiona Shaw,Harry Melling,Alfie Enoch,Devon Murray,Jamie Waylett","Alfonso Cuarón,Annie Penn,Chris Carreras,Randy Jonsson,Fiona Richards,Iain Atkinson","flying,traitor,magic,cutting the cord,child hero,broom,sorcerer's apprentice,school of witchcraft,griffon,black magic,time travel,best friend,werewolf,dark,muggle,aftercreditsstinger"
246,Zatoichi,"Adventure,Drama,Action","Takeshi Kitano,Tadanobu Asano,Michiyo Ohkusu,Gadarukanaru Taka,Daigorō Tachibana",Takeshi Kitano,"japan,martial arts,samurai,blackmail,sword,geisha,revenge,blood,violence"
2789,The Chronicles of Riddick,"Action,Science Fiction","Vin Diesel,Thandie Newton,Karl Urban,Colm Feore,Linus Roache,Keith David,Yorick van Wageningen,Nick Chinlund,Alexa Davalos","David Twohy,William M. Elvin,Kelly Moon,David Ticotin,Philip Katsikas","prison,dystopia,matter of life and death,outer space,intergalactic travel"
8920,Garfield,"Animation,Comedy,Family","Bill Murray,Breckin Meyer,Jennifer Love Hewitt,Stephen Tobolowsky,Evan Arnold,Mark Christopher Lawrence,Vanessa Christelle",Peter Hewitt,"competition,moderator,lasagne,garfield"
26886,Bright Future,"Drama,Mystery","Joe Odagiri,Tadanobu Asano,Tatsuya Fuji,Takashi Sasano,Marumi Shiraishi,Hanawa,Hideyuki Kasahara,Ryo Kase",Kiyoshi Kurosawa,
46976,Wish You Were Here,"Comedy,Drama,Foreign,Romance","Emily Lloyd,Tom Bell,Jesse Birdsall,Clare Clifford,Sheila Kelley,Trudi Cavanagh,Barbara Durkin,Geoffrey Hutchings,Charlotte Barker,Chloe Leland,Charlotte Ball,Pat Heywood,Abigail Leland,Susan Skipper,Geoffrey Durham",David Leland,"england,rebel,postwar period,pregnant minor,teenage girl"
831,This Island Earth,"Mystery,Adventure,Science Fiction,Horror,Thriller","Jeff Morrow,Faith Domergue,Rex Reason,Lance Fuller,Russell Johnson,Douglas Spencer",Joseph M. Newman,"extraterrestrial technology,mutant,georgia,flying saucer,space travel,nobel prize laureate,resettlement,spaceship,alien,outer space,scientist,campy,interplanetary war"
662,La Jetée,"Romance,Science Fiction","Jean Négroni,Hélène Chatelain,Davos Hanich,Jacques Ledoux,André Heinrich,Jacques Branchu",Chris Marker,"paris,deja vu,atomkrieg,airport,experiment,museum,radioaktivity,paris orly,childhood memory,time travel,survival,nouvelle vague,short"
8341,Samsara,"Romance,Drama,Adventure","Shawn Ku,Christy Chung,Neelesha BaVora",Pan Nalin,"buddhism,male nudity,buddhist monk,life planning,leaving one's family,buddhist"
886,The Cincinnati Kid,Drama,"Steve McQueen,Edward G. Robinson,Ann-Margret,Karl Malden,Tuesday Weld,Joan Blondell,Rip Torn,Jack Weston,Cab Calloway,Jeff Corey,Theo Marcuse",Norman Jewison,"poker,gambling,new orleans,honesty"
3019,Dr. Jekyll and Mr. Hyde,"Horror,Science Fiction","Fredric March,Miriam  Hopkins,Rose Hobart",Rouben Mamoulian,"london england,double life,jekyll and hyde"
3515,I'll Sleep When I'm Dead,"Drama,Action,Thriller,Crime","Clive Owen,Jonathan Rhys Meyers,Charlotte Rampling,Malcolm McDowell,Jamie Foreman",Mike Hodges,"suicide,rape,revenge"
594,The Terminal,"Comedy,Drama","Tom Hanks,Catherine Zeta-Jones,Stanley Tucci,Chi McBride,Diego Luna,Barry Shabaka Henley,Kumar Pallana,Zoe Saldana,Eddie Jones,Jude Ciccolella,Corey Reynolds","Steven Spielberg,Ana Maria Quintana,Jessica Lichtner","new york,airport,marriage proposal,translation,craftsman,stewardess,illegal immigration,language barrier,jfk international airport,immigration law,fast food restaurant,security camera,jazz musician,saxophonist,autograph,passport,eastern europe,friendship"
8981,Dear Frankie,"Drama,Family","Gerard Butler,Emily Mortimer,Jack McElhone,Sharon Small,Katy Murphy,Jayd Johnson,Mary Riggans",Shona Auerbach,"scotland,father son relationship,single parent,loss of father,violent father,letter,ship,father,little boy,independent film,deaf,woman director"
1944,The Door in the Floor,Drama,"Jeff Bridges,Kim Basinger",Tod Williams,"beach,infidelity,book,assistant,innocence,independent film,author,writer,summer"
1997,Two Brothers,"Adventure,Drama,Family","Maï Anh Le,Guy Pearce,Oanh Nguyen,Jaran 'See Tao' Petcharoen,Stéphanie Lagarde,Jean-Claude Dreyfus,Philippine Leroy-Beaulieu",Jean-Jacques Annaud,"brother brother relationship,loss of brother,cambodia,chase,tiger,governor,royalty,travelling circus,archaeologist"
2330,Taxi,"Action,Comedy,Crime","Samy Naceri,Frédéric Diefenthal,Marion Cotillard,Emma Wiklund,Manuela Gourary,Bernard Farcy,Dan Herzberg,Sébastien Thiery,Eric Bérenger,Richard Sammel,Dominique Noé,Grégory Knop,Georges Neri,Guy Quang,Maurice Murcia,Sabine Bail,Philippe du Janerand,Christophe Fesquet,Gérard Vantaggioli,Edouard Montoute,Tara Römer",Gérard Pirès,"taxi,marseille,taxi driver,pizza delivery,pizza boy,police officer,bank robbery"
2334,Taxi 3,"Action,Comedy","Samy Naceri,Frédéric Diefenthal,Marion Cotillard,Emma Wiklund,Bernard Farcy,Bai Ling,Edouard Montoute,Jean-Christophe Bouvet,Bernard Llopis,Jean-Louis Schlesser,Jean-Pierre Mas,Michel Neugarten,Patrice Abbou,Claude Sesé,Cyril Brunet,Bernard Destouches",Gérard Krawczyk,"robbery,santa claus,armor,disguise"
2912,The Butcher,"Drama,Foreign,Thriller","Stéphane Audran,Jean Yanne,Roger Rudel",Claude Chabrol,"vietnam veteran,province,butcher,french movies,french noir"
2202,Lassie Come Home,"Adventure,Drama,Family","Roddy McDowall,Donald Crisp,Dame May Whitty,Edmund Gwenn,Nigel Bruce,Elsa Lanchester","Fred M. Wilcox,Tom Andre,Alfred Raboch","scotland,honesty,yorkshire,dog,collie dog,lassie,journey,boy dog relationship"
3484,The Mask of Fu Manchu,"Adventure,Fantasy,Horror","Boris Karloff,Lewis Stone,Karen Morley,Charles Starrett","Charles Brabin,Charles Vidor","treasure,sword,expedition,mask,grave,genghis khan,dr. fu manchu"
